-0.274374308216765	0	1.18648350231337	0	-4.42965524274363	0	0	-31.7607162890106	0	0	0	-2.24984287695319e-05
0	-0.550250738974571	0	4.48830747556443	0	-28.9499396420867	31.7607162891970	0	0	0	0	0
-1.40186937454237	0	-4.80942980748915	0	28.1478214984698	0	0	-4.92562483465351	0	0	0	0.000939709475076499
0	-0.372981053595834	0	-19.7607855462793	0	9.34906241715730	0	0	0	0	0	0
0.173840152095271	0	-0.605707212746187	0	-4.66446797326350	0	0	-0.00133911726358245	0	0	0	-3.56371264138975e-05
0	0.930555519593097	0	-2.18042834957419	0	-3.16983659692929	0	0	0	0	0	0
0	0	0	1.00000000000000	0	0.156224121141718	0	0	0	0	0	0
0	0	0	0	1.00000000000000	0	0	0	0	0	0	0
0	0	0	0	0	1.01212942651941	0	0	0	0	0	0
0.988015933330705	0	0.154351920858881	0	0	0	0	1.53800926741160e-10	0	0	0	0
0	1.00000000000000	0	0	0	0	-4.66914560592277	0	30.2499999994958	0	0	0
0.154351920857678	0	-0.988015933344398	0	0	0	0	30.2499999993312	0	0	0	0
