0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	-0.999999999784507	0	0
0	0	0	0	0	0	-0.0330578512383606
0	0	0	0	0	-0.0330578512396682	0
0	0	0	0	0	0	0.0330578512383612
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0.218167314568458	0	0	60.7850796122104	0.0879501805162164	0	-1.21461480637741
0	0	7.08961894938579	0	0	0.550250738974571	0
-6.95392720757291	0	0	0	2.12725789126011	0	4.53543643814669
