0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	-0.999999999962142	0	0
0	0	0	0	6.93889390390723e-13	0	-0.0156249999994085
0	0	0	0	0	-0.0156249999999999	0
0	0	0	0	-6.93889390390723e-13	0	0.0156249999987146
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0.839366423882515	0	0	9.35226992009738	0.0557777492193878	0	-0.627718655077380
0	0	11.3418742269094	0	0	0.359871058274228	0
-32.3769394383641	0	0	0	0.992172780911460	0	4.76854663773452
