1.00000000000294	0	0	0	0	0	0	0	0	0	0	0
0	1.00000000000000	0	0	0	0	0	0	0	0	0	0
0	0	0.999999999997681	0	0	0	0	0	0	0	0	0
0	0	0	1.00000000000000	0	0	0	0	0	0	0	0
0	0	0	0	1.00000000000000	0	0	0	0	0	0	0
0	0	0	0	0	1.00000000000000	0	0	0	0	0	0
0	0	0	0	0	0	1.00000000000000	0	0	0	0	0
0	0	0	0	0	0	0	1.00000000000013	0	0	0	0
0	0	0	0	0	0	0	0	1.00000000000000	0	0	0
0	0	0	0	0	0	0	0	0	1.00000000000000	0	0
0	0	0	0	0	0	0	0	0	0	1.00000000000000	0
0	0	0	0	0	0	0	0	0	0	0	1.00000000000581
0.996964233454264	0	0.0778608836528898	0	0	0	0	0	0	0	0	0
-0.00121657630718809	0	0.0155775661476081	0	0	0	0	0	0	0	0	0
0	0.0156249999999999	0	0	0	0	0	0	0	0	0	0
0.00121657630718822	0	-0.0155775661476103	0	0	0	0	1.00000000000018	0	0	0	0
0.996964233459746	0	0.0778608835935107	0	0	0	0	0	0	0	0	0
0	1.00000000000000	0	0	0	0	-4.98309655359418	0	63.9999999989333	0	0	0
0.0778608836511296	0	-0.996964233454340	0	0	0	0	63.9999999987721	0	0	0	0
-0.104483150137783	0	0.621470142975307	0	0.271683438723969	0	0	0	0	0	0	1.03429096221554e-05
0	-0.359871058274228	0	-0.184165734911325	0	0.843489463559299	0	0	0	0	0	0
-0.617932912203606	0	-4.83132189266199	0	-4.45042539389817	0	0	0.0403135074209509	0	0	0	0.000930969919980564
